,notification_date,TY,SType
0,3/24/2020,1,Cootamundra-Gundagai Regional
1,4/9/2020,1,Cootamundra-Gundagai Regional
0,3/24/2020,1,Griffith
1,3/26/2020,2,Griffith
0,3/24/2020,1,Cabonne
1,3/27/2020,1,Cabonne
2,4/4/2020,3,Cabonne
3,7/20/2021,1,Cabonne
0,3/24/2020,2,Singleton
1,3/28/2020,1,Singleton
2,4/2/2020,1,Singleton
3,7/28/2020,1,Singleton
0,3/25/2020,1,Upper Hunter Shire
1,9/10/2020,1,Upper Hunter Shire
2,11/16/2020,1,Upper Hunter Shire
0,3/25/2020,1,Snowy Monaro Regional
1,3/26/2020,4,Snowy Monaro Regional
2,3/30/2020,1,Snowy Monaro Regional
3,11/29/2020,1,Snowy Monaro Regional
4,11/30/2020,1,Snowy Monaro Regional
5,12/22/2020,1,Snowy Monaro Regional
6,1/6/2021,1,Snowy Monaro Regional
7,1/11/2021,1,Snowy Monaro Regional
0,3/25/2020,1,Weddin
0,3/25/2020,1,Narromine
0,3/25/2020,2,Greater Hume Shire
1,3/29/2020,1,Greater Hume Shire
0,3/25/2020,2,Glen Innes Severn
1,6/26/2021,1,Glen Innes Severn
0,3/25/2020,1,Wollondilly
1,3/26/2020,1,Wollondilly
2,5/2/2020,1,Wollondilly
3,5/9/2020,1,Wollondilly
4,7/12/2020,1,Wollondilly
5,7/13/2020,3,Wollondilly
6,7/19/2020,1,Wollondilly
7,8/11/2020,1,Wollondilly
8,8/16/2020,1,Wollondilly
9,9/6/2020,1,Wollondilly
10,10/7/2020,2,Wollondilly
11,10/13/2020,1,Wollondilly
12,10/14/2020,1,Wollondilly
13,7/13/2021,1,Wollondilly
0,3/26/2020,2,Yass Valley
1,3/29/2020,4,Yass Valley
2,11/2/2020,1,Yass Valley
3,11/3/2020,1,Yass Valley
0,3/26/2020,1,Muswellbrook
0,3/26/2020,1,Warren
0,3/27/2020,2,Murrumbidgee
1,3/28/2020,1,Murrumbidgee
0,3/27/2020,2,Upper Lachlan Shire
1,3/31/2020,1,Upper Lachlan Shire
0,3/28/2020,1,Bellingen
0,3/28/2020,1,Armidale Regional
1,4/6/2020,1,Armidale Regional
2,4/10/2020,1,Armidale Regional
3,4/17/2020,1,Armidale Regional
4,1/10/2021,1,Armidale Regional
0,3/28/2020,1,Hay
0,3/29/2020,1,Berrigan
1,3/31/2020,1,Berrigan
2,4/2/2020,1,Berrigan
3,4/3/2020,2,Berrigan
0,3/30/2020,1,Narrandera
0,3/31/2020,1,Uralla
0,3/31/2020,1,Richmond Valley
1,4/28/2020,1,Richmond Valley
0,3/31/2020,1,Broken Hill
1,4/2/2020,1,Broken Hill
0,4/1/2020,2,Hilltops
0,4/2/2020,1,Gunnedah
1,7/17/2021,1,Gunnedah
0,4/6/2020,1,Parkes
1,8/8/2020,1,Parkes
0,4/17/2020,1,Moree Plains
0,7/11/2020,1,Snowy Valleys
1,12/6/2020,1,Snowy Valleys
2,12/9/2020,1,Snowy Valleys
0,7/16/2020,1,Junee
0,9/2/2020,1,Temora
0,11/27/2020,1,Coonamble
